city,city_code,town,town_code,unit,vote_class,electors,turnout,source_file
전라남도,4600,고흥군,4612,금산면,관내사전투표,1828,1827,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,도화면,관내사전투표,1768,1768,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,포두면,관내사전투표,1508,1508,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,봉래면,관내사전투표,807,807,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,동일면,관내사전투표,706,706,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,점암면,관내사전투표,874,874,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,영남면,관내사전투표,455,455,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,과역면,관내사전투표,1506,1506,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,남양면,관내사전투표,711,711,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,동강면,관내사전투표,1189,1189,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,대서면,관내사전투표,990,990,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,고흥군,4612,두원면,관내사전투표,1118,1118,data/nec_2026_official_html/4600_4612_고흥군.html
전라남도,4600,보성군,4613,보성읍,관내사전투표,3135,3135,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,벌교읍,관내사전투표,3180,3180,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,노동면,관내사전투표,476,476,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,미력면,관내사전투표,539,539,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,겸백면,관내사전투표,410,410,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,율어면,관내사전투표,437,437,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,복내면,관내사전투표,652,652,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,문덕면,관내사전투표,352,352,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,조성면,관내사전투표,1404,1404,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,득량면,관내사전투표,1325,1327,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,회천면,관내사전투표,921,921,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,보성군,4613,웅치면,관내사전투표,495,495,data/nec_2026_official_html/4600_4613_보성군.html
전라남도,4600,화순군,4614,화순읍,관내사전투표,7191,7188,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,한천면,관내사전투표,264,264,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,춘양면,관내사전투표,502,496,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,청풍면,관내사전투표,294,294,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,이양면,관내사전투표,578,578,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,능주면,관내사전투표,910,910,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,도곡면,관내사전투표,874,874,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,도암면,관내사전투표,374,374,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,이서면,관내사전투표,232,232,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,백아면,관내사전투표,485,485,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,동복면,관내사전투표,491,490,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,사평면,관내사전투표,694,694,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,화순군,4614,동면,관내사전투표,919,919,data/nec_2026_official_html/4600_4614_화순군.html
전라남도,4600,장흥군,4615,장흥읍,관내사전투표,4437,4437,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,관산읍,관내사전투표,1602,1602,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,대덕읍,관내사전투표,982,982,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,용산면,관내사전투표,827,827,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,안양면,관내사전투표,907,907,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,장동면,관내사전투표,393,393,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,장평면,관내사전투표,735,735,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,유치면,관내사전투표,327,327,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,부산면,관내사전투표,507,507,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,장흥군,4615,회진면,관내사전투표,1125,1124,data/nec_2026_official_html/4600_4615_장흥군.html
전라남도,4600,강진군,4616,강진읍,관내사전투표,4081,4078,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,군동면,관내사전투표,1232,1230,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,칠량면,관내사전투표,828,828,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,대구면,관내사전투표,467,467,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,마량면,관내사전투표,728,728,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,도암면,관내사전투표,857,857,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,신전면,관내사전투표,733,733,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,성전면,관내사전투표,1222,1221,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,작천면,관내사전투표,688,688,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,병영면,관내사전투표,654,654,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,강진군,4616,옴천면,관내사전투표,225,225,data/nec_2026_official_html/4600_4616_강진군.html
전라남도,4600,완도군,4617,완도읍,관내사전투표,5382,5382,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,금일읍,관내사전투표,1152,1152,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,노화읍,관내사전투표,1576,1576,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,군외면,관내사전투표,1064,1064,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,신지면,관내사전투표,1324,1321,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,고금면,관내사전투표,1703,1703,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,약산면,관내사전투표,728,729,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,청산면,관내사전투표,671,670,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,소안면,관내사전투표,988,988,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,금당면,관내사전투표,442,442,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,보길면,관내사전투표,987,987,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,완도군,4617,생일면,관내사전투표,322,322,data/nec_2026_official_html/4600_4617_완도군.html
전라남도,4600,해남군,4618,해남읍,관내사전투표,5014,5011,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,삼산면,관내사전투표,879,879,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,화산면,관내사전투표,895,893,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,현산면,관내사전투표,747,747,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,송지면,관내사전투표,1490,1490,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,북평면,관내사전투표,861,861,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,북일면,관내사전투표,684,684,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,옥천면,관내사전투표,907,906,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,계곡면,관내사전투표,704,704,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,마산면,관내사전투표,682,681,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,황산면,관내사전투표,1393,1392,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,산이면,관내사전투표,911,910,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,문내면,관내사전투표,1408,1408,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,해남군,4618,화원면,관내사전투표,1110,1110,data/nec_2026_official_html/4600_4618_해남군.html
전라남도,4600,진도군,4619,진도읍,관내사전투표,3892,3889,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,군내면,관내사전투표,1664,1663,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,고군면,관내사전투표,1374,1374,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,의신면,관내사전투표,1513,1513,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,임회면,관내사전투표,1255,1255,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,지산면,관내사전투표,1147,1147,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,진도군,4619,조도면,관내사전투표,647,647,data/nec_2026_official_html/4600_4619_진도군.html
전라남도,4600,영암군,4620,영암읍,관내사전투표,2559,2557,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,삼호읍,관내사전투표,3303,3302,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,덕진면,관내사전투표,627,627,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,금정면,관내사전투표,839,839,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,신북면,관내사전투표,1382,1380,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,시종면,관내사전투표,1199,1199,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,도포면,관내사전투표,621,620,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,군서면,관내사전투표,933,933,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,서호면,관내사전투표,610,610,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,학산면,관내사전투표,1374,1374,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,영암군,4620,미암면,관내사전투표,540,540,data/nec_2026_official_html/4600_4620_영암군.html
전라남도,4600,무안군,4621,무안읍,관내사전투표,3679,3678,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,일로읍,관내사전투표,2525,2523,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,삼향읍,관내사전투표,4621,4621,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,몽탄면,관내사전투표,878,878,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,청계면,관내사전투표,1621,1619,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,현경면,관내사전투표,1217,1217,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,망운면,관내사전투표,550,550,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,해제면,관내사전투표,1935,1935,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,무안군,4621,운남면,관내사전투표,832,832,data/nec_2026_official_html/4600_4621_무안군.html
전라남도,4600,영광군,4622,영광읍,관내사전투표,5367,5364,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,백수읍,관내사전투표,1419,1417,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,홍농읍,관내사전투표,2085,2084,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,대마면,관내사전투표,656,656,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,묘량면,관내사전투표,684,683,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,불갑면,관내사전투표,657,656,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,군서면,관내사전투표,1438,1436,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,군남면,관내사전투표,936,935,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,염산면,관내사전투표,1345,1344,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,법성면,관내사전투표,1710,1706,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,영광군,4622,낙월면,관내사전투표,61,61,data/nec_2026_official_html/4600_4622_영광군.html
전라남도,4600,함평군,4623,함평읍,관내사전투표,2920,2919,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,손불면,관내사전투표,1336,1335,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,신광면,관내사전투표,709,709,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,학교면,관내사전투표,1221,1221,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,엄다면,관내사전투표,754,754,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,대동면,관내사전투표,1070,1070,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,나산면,관내사전투표,982,982,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,해보면,관내사전투표,1122,1121,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,함평군,4623,월야면,관내사전투표,1245,1245,data/nec_2026_official_html/4600_4623_함평군.html
전라남도,4600,신안군,4624,지도읍,관내사전투표,2003,2002,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,압해읍,관내사전투표,2541,2540,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,증도면,관내사전투표,759,758,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,임자면,관내사전투표,1283,1283,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,자은면,관내사전투표,863,862,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,비금면,관내사전투표,1269,1269,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,도초면,관내사전투표,1142,1142,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,흑산면,관내사전투표,741,741,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,하의면,관내사전투표,642,642,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,신의면,관내사전투표,544,544,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,장산면,관내사전투표,658,658,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,안좌면,관내사전투표,1060,1060,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,팔금면,관내사전투표,486,486,data/nec_2026_official_html/4600_4624_신안군.html
전라남도,4600,신안군,4624,암태면,관내사전투표,841,841,data/nec_2026_official_html/4600_4624_신안군.html
