election,sido,district,dem_name,con_party,con_name,early_dem,early_con,day_dem,day_con,early_two_party_votes,day_two_party_votes,early_dem_share,day_dem_share,early_minus_day_pp,z
2024-assembly,경기도,김포시을,박상혁,국민의힘,홍철호,34789,22271,39328,37222,57060,76550,0.6096915527514897,0.5137557152188112,9.593583753267843,34.90173235318274
2024-assembly,경기도,화성시갑,송옥주,국민의힘,홍형선,37349,25481,38210,34245,62830,72455,0.5944453286646506,0.5273618107791043,6.7083517885546335,24.78183988091776
2024-assembly,경기도,화성시을,공영운,국민의힘,한정민,24655,8845,23639,12893,33500,36532,0.7359701492537314,0.6470765356399869,8.889361361374448,25.399289759188292
2024-assembly,경기도,화성시병,권칠승,국민의힘,최영근,36500,17937,43260,30278,54437,73538,0.6704998438562008,0.5882672903804835,8.223255347571722,30.014124928148174
2024-assembly,경기도,화성시정,전용기,국민의힘,유경준,30613,14586,31473,23493,45199,54966,0.677293745436846,0.5725903285667504,10.470341687009554,33.96962280799009
2024-assembly,경기도,광주시갑,소병훈,국민의힘,함경우,29994,18343,28336,26950,48337,55286,0.6205184434284295,0.5125348189415042,10.798362448692533,34.96003674822694
2024-assembly,경기도,광주시을,안태준,국민의힘,황명주,29177,18426,28432,28633,47603,57065,0.6129235552381153,0.49823885043371596,11.46847048043993,37.14052350862509
2024-assembly,경기도,포천시가평군,박윤국,국민의힘,김용태,29407,25294,26874,33631,54701,60505,0.5375952907625089,0.4441616395339228,9.34336512285861,31.681332313669895
2024-assembly,경기도,여주시양평군,최재관,국민의힘,김선교,36310,33634,28099,41041,69944,69140,0.5191295893857943,0.4064072895574197,11.272229982837462,42.152899544461825
2024-assembly,강원특별자치도,춘천시철원군화천군양구군갑,허영,국민의힘,김혜란,37477,24450,32378,33844,61927,66222,0.6051802929255413,0.4889311709099695,11.62491220155718,41.76166282982702
2024-assembly,강원특별자치도,춘천시철원군화천군양구군을,전성,국민의힘,한기호,17794,17667,15615,25799,35461,41414,0.5017906996418601,0.3770464094267639,12.47442902150962,34.78209551869975
2024-assembly,강원특별자치도,원주시갑,원창묵,국민의힘,박정하,26949,22121,23364,29736,49070,53100,0.549195027511718,0.44,10.9195027511718,34.879965535455874
2024-assembly,강원특별자치도,원주시을,송기헌,국민의힘,김완섭,29498,19690,23151,25067,49188,48218,0.5996991136049443,0.48013190094985275,11.956721265509158,37.43808194589438
2024-assembly,강원특별자치도,강릉시,김중남,국민의힘,권성동,28291,27947,23167,36594,56238,59761,0.5030584302428963,0.3876608490487107,11.539758119418565,39.536970972242955
2024-assembly,강원특별자치도,동해시태백시삼척시정선군,한호연,국민의힘,이철규,27047,36685,19129,41087,63732,60216,0.4243864934412854,0.31767304370931315,10.671344973197222,38.8377317818671
2024-assembly,강원특별자치도,속초시인제군고성군양양군,김도균,국민의힘,이양수,24367,24436,18562,29995,48803,48557,0.4992930762453128,0.38227238091315363,11.702069533215914,36.770843936235714
2024-assembly,강원특별자치도,홍천군횡성군영월군평창군,허필홍,국민의힘,유상범,28352,31965,21328,36021,60317,57349,0.4700499030124177,0.37189837660639247,9.815152640602525,34.072563183071175
2024-assembly,충청북도,청주시상당구,이강일,국민의힘,서승우,26551,19934,28770,29814,46485,58584,0.5711734968269334,0.49108971732896356,8.008377949796985,25.822302534174096
2024-assembly,충청북도,청주시서원구,이광희,국민의힘,김진모,27911,20033,26632,29465,47944,56097,0.5821583514099783,0.4747490953170401,10.740925609293816,34.579410214929766
2024-assembly,충청북도,청주시흥덕구,이연희,국민의힘,김동원,33807,23016,38194,39092,56823,77286,0.594952748006969,0.4941904096472841,10.076233835968484,36.567616861152786
2024-assembly,충청북도,청주시청원구,송재봉,국민의힘,김수민,22621,16481,29768,29495,39102,59263,0.5785126080507391,0.5023032921046859,7.620931594605318,23.444124393672908
2024-assembly,충청북도,충주시,김경욱,국민의힘,이종배,30373,26054,27060,34052,56427,61112,0.5382706860191043,0.44279355936640924,9.54771266526951,32.71578917395928
2024-assembly,충청북도,제천시단양군,이경용,국민의힘,엄태영,22271,21242,16533,25147,43513,41680,0.511824052581987,0.39666506717850286,11.515898540348418,33.73862670188111
2024-assembly,충청북도,보은군옥천군영동군괴산군,이재한,국민의힘,박덕흠,29652,29037,19207,25970,58689,45177,0.5052394826969279,0.4251499656905062,8.008951700642164,25.637056463368356
2024-assembly,충청북도,증평군진천군음성군,임호선,국민의힘,경대수,35607,24547,26475,28501,60154,54976,0.5919307111746517,0.4815737776484284,11.035693352622328,37.52280911925379
2024-assembly,충청남도,천안시갑,문진석,국민의힘,신범철,30417,21965,33750,38035,52382,71785,0.5806765682868161,0.4701539318799192,11.052263640689691,38.48847713835747
2024-assembly,충청남도,천안시을,이재관,국민의힘,이정만,25256,15380,33386,29108,40636,62494,0.6215178659316862,0.5342272858194387,8.729058011224755,27.65723106835152
2024-assembly,충청남도,천안시병,이정문,국민의힘,이창수,23973,13438,28984,26544,37411,55528,0.6408008339793109,0.5219708975651923,11.882993641411854,35.882822100584164
2024-assembly,충청남도,공주시부여군청양군,박수현,국민의힘,정진석,36308,28197,25946,31389,64505,57335,0.562871095263933,0.45253335658847127,11.03377386754617,38.45651061444873
2024-assembly,충청남도,보령시서천군,나소열,국민의힘,장동혁,24893,23240,17646,23103,48133,40749,0.5171711715455093,0.4330413016270338,8.412986991847548,25.01792921860536
2024-assembly,충청남도,아산시갑,복기왕,국민의힘,김영석,19804,13378,22132,21057,33182,43189,0.5968296064131156,0.5124452985713955,8.438430784172002,23.231124879517555
2024-assembly,충청남도,아산시을,강훈식,국민의힘,전만권,25931,13628,32813,24978,39559,57791,0.6555019085416719,0.5677873717360835,8.771453680558839,27.47787531679798
2024-assembly,충청남도,서산시태안군,조한기,국민의힘,성일종,37140,33122,28727,37012,70262,65739,0.5285929805584811,0.43698565539481893,9.16073251636622,33.78117937400716
2024-assembly,충청남도,논산시계룡시금산군,황명선,국민의힘,박성규,33080,24466,27739,32022,57546,59761,0.5748444722482883,0.46416559294523185,11.067887930305641,37.92673690955762
2024-assembly,충청남도,당진시,어기구,국민의힘,정용선,25369,18900,20584,23956,44269,44540,0.5730646727958617,0.4621463852716659,11.09182875241958,33.07454335091407
2024-assembly,충청남도,홍성군예산군,양승조,국민의힘,강승규,26521,25864,20179,30972,52385,51151,0.5062708790684356,0.3944986412777854,11.17722377906502,36.13599209892401
2024-assembly,전북특별자치도,전주시갑,김윤덕,국민의힘,양정무,46852,5888,35732,6865,52740,42597,0.8883579825559348,0.8388384158508815,4.95195667050533,22.33124876337253
2024-assembly,전북특별자치도,전주시을,이성윤,국민의힘,정운천,41252,10654,32430,12267,51906,44697,0.7947443455477209,0.7255520504731862,6.919229507453473,25.205976568092524
2024-assembly,전북특별자치도,전주시병,정동영,국민의힘,전희재,63481,7871,53488,9624,71352,63112,0.8896877452629218,0.8475091900114083,4.217855525151348,22.943591305461055
2024-assembly,전북특별자치도,군산시김제시부안군갑,신영대,국민의힘,오지성,62697,7768,52122,9788,70465,61910,0.8897608741928617,0.8418995315780973,4.7861342614764375,25.617416417723764
2024-assembly,전북특별자치도,군산시김제시부안군을,이원택,국민의힘,최홍우,46584,4494,25434,3431,51078,28865,0.9120169153060026,0.8811363242681448,3.0880591037857785,14.033253935846169
2024-assembly,전북특별자치도,익산시갑,이춘석,국민의힘,김민서,34150,3653,24576,4045,37803,28621,0.9033674576091845,0.8586702071905244,4.469725041866002,17.821517922920105
2024-assembly,전북특별자치도,익산시을,한병도,국민의힘,문용회,37984,4147,26737,4096,42131,30833,0.9015689160000949,0.8671553205980606,3.441359540203437,14.505338951437116
2024-assembly,전북특별자치도,정읍시고창군,윤준병,국민의힘,최용운,50547,5248,28503,4242,55795,32745,0.9059413925979031,0.8704535043518095,3.5487888246093613,16.47919567690578
2024-assembly,전북특별자치도,남원시장수군임실군순창군,박희승,국민의힘,강병무,52545,6325,26123,4620,58870,30743,0.8925598776966197,0.8497218879094428,4.28379897871769,18.59207206894224
2024-assembly,전북특별자치도,완주군진안군무주군,안호영,국민의힘,이인숙,45239,7331,27591,6282,52570,33873,0.8605478409739395,0.8145425560180675,4.600528495587208,18.127436092416552
2024-assembly,전라남도,목포시,김원이,국민의힘,윤선웅,51325,3332,30820,2993,54657,33813,0.9390380006220612,0.9114837488539911,2.7554251768070137,15.457190223224275
2024-assembly,전라남도,여수시갑,주철현,국민의힘,박정숙,38484,4171,30330,4413,42655,34743,0.9022154495369827,0.872981607805889,2.923384173109378,12.882084272423805
2024-assembly,전라남도,여수시을,조계원,국민의힘,김희택,28658,1734,22958,2274,30392,25232,0.942945511976836,0.9098763474952442,3.3069164481591806,15.015983397434095
2024-assembly,전라남도,순천시광양시곡성군구례군갑,김문수,국민의힘,김형석,47915,5314,36850,6195,53229,43045,0.9001672020890867,0.8560808456266698,4.408635646241699,20.96366193189939
2024-assembly,전라남도,순천시광양시곡성군구례군을,권향엽,국민의힘,이정현,60703,18820,43356,16313,79523,59669,0.7633389082403833,0.7266084566525332,3.6730451587850155,15.61193451805173
2024-assembly,전라남도,나주시화순군,신정훈,국민의힘,김종운,46441,5155,27279,4346,51596,31625,0.9000891541979998,0.8625770750988142,3.7512079099185636,16.51709103149093
2024-assembly,전라남도,담양군함평군영광군장성군,이개호,국민의힘,김유성,42351,2917,18362,1925,45268,20287,0.935561544578952,0.9051116478533051,3.0449896725646908,13.779709562844806
2024-assembly,전라남도,고흥군보성군장흥군강진군,문금주,국민의힘,김형주,60351,5415,34485,4301,65766,38786,0.917662622023538,0.8891094724900738,2.8553149533464217,15.361302297591495
2024-assembly,전라남도,해남군완도군진도군,박지원,국민의힘,곽봉근,49905,3658,27359,2754,53563,30113,0.9317065885032578,0.9085444824494404,2.316210605381741,12.089340486685057
2024-assembly,전라남도,영암군무안군신안군,서삼석,국민의힘,황두남,48322,3926,24111,2880,52248,26991,0.9248583677844128,0.893297765921974,3.156060186243881,15.026051872773042
2024-assembly,경상북도,포항시북구,오중기,국민의힘,김정재,19502,33024,22590,57917,52526,80507,0.37128279328332636,0.28059671829778776,9.06860749855386,34.76519267815365
2024-assembly,경상북도,포항시남구울릉군,김상헌,국민의힘,이상휘,17586,33214,19320,53248,50800,72568,0.34618110236220473,0.2662330503803329,7.994805198187183,30.18230851629704
2024-assembly,경상북도,경주시,한영태,국민의힘,김석기,18854,43050,14893,48659,61904,63552,0.30456836391832515,0.2343435297079557,7.022483421036946,28.04379886143026
2024-assembly,경상북도,김천시,황태성,국민의힘,송언석,10882,25279,7076,25649,36161,32725,0.3009319432537817,0.2162261268143621,8.47058164394196,25.28898889940587
2024-assembly,경상북도,안동시예천군,김상우,국민의힘,김형동,20078,39996,14428,40646,60074,55074,0.33422112727635916,0.2619747975451211,7.224632973123807,26.732071842116426
2024-assembly,경상북도,구미시갑,김철호,국민의힘,구자근,15375,32679,13242,43211,48054,56453,0.3199525533774504,0.23456680778700867,8.538574559044172,30.850486875584078
2024-assembly,경상북도,구미시을,김현권,국민의힘,강명구,14718,24491,16401,36486,39209,52887,0.375373001096687,0.3101140166770662,6.52589844196208,20.702948458600808
2024-assembly,경상북도,영주시영양군봉화군,박규환,국민의힘,임종득,13826,30838,8951,33170,44664,42121,0.3095557943757836,0.21250682557394174,9.704896880184188,32.47700809018227
2024-assembly,경상북도,영천시청도군,이영수,국민의힘,이만희,9995,24870,6924,29846,34865,36770,0.2866771834217697,0.18830568398150666,9.837149944026303,30.98339886139181
2024-assembly,경상북도,상주시문경시,이윤희,국민의힘,임이자,11993,41293,6371,34740,53286,41111,0.22506849829223435,0.15497068910997056,7.0097809182263795,26.976426320101734
2024-assembly,경상북도,고령군성주군칠곡군,정석원,국민의힘,정희용,12169,37094,9587,40280,49263,49867,0.24702109087956478,0.19225138869392586,5.476970218563892,20.831614576048004
2024-assembly,경상남도,창원시의창구,김지수,국민의힘,김종양,23953,24346,27354,44568,48299,71922,0.49593159278660015,0.3803286894135313,11.560290337306883,39.729840080719526
2024-assembly,경상남도,창원시성산구,허성무,국민의힘,강기윤,31794,22778,35382,43473,54572,78855,0.5826064648537712,0.4486969754612897,13.390948939248148,48.098272546797354
2024-assembly,경상남도,창원시마산합포구,이옥선,국민의힘,최형두,19668,27629,17266,38390,47297,55656,0.41584032813920546,0.3102271093862297,10.561321875297574,35.20974916292678
2024-assembly,경상남도,창원시마산회원구,송순호,국민의힘,윤한홍,19569,24113,23142,39432,43682,62574,0.44798772949956506,0.3698341164061751,7.815361309338997,25.566038952278806
2024-assembly,경상남도,창원시진해구,황기철,국민의힘,이종욱,24725,19547,24946,30996,44272,55942,0.5584794000722805,0.4459261377855636,11.255326228671686,35.3894563769259
2024-assembly,경상남도,진주시갑,갈상돈,국민의힘,박대출,25646,28371,21596,37716,54017,59312,0.4747764592628247,0.3641084434852981,11.06680157775266,37.740444408594456
2024-assembly,경상남도,진주시을,한경호,국민의힘,강민국,13566,19919,10813,25488,33485,36301,0.40513662834104824,0.29787058207762873,10.72660462634195,29.693509069510103
2024-assembly,경상남도,통영시고성군,강석주,국민의힘,정점식,21562,26779,16564,34075,48341,50639,0.4460395937196169,0.3270996662651316,11.893992745448529,38.43674324199672
2024-assembly,경상남도,사천시남해군하동군,제윤경,국민의힘,서천호,23190,34056,14141,30326,57246,44467,0.40509380568074627,0.3180111093619988,8.70826963187475,28.58212696608449
2024-assembly,경상남도,김해시갑,민홍철,국민의힘,박성호,36112,26129,37370,40522,62241,77892,0.5801963336064652,0.47976685667334257,10.042947693312259,37.404366180247074
2024-assembly,경상남도,김해시을,김정호,국민의힘,조해진,38490,23285,41747,39367,61775,81114,0.6230675839740996,0.5146707103582612,10.839687361583838,40.90869544521136
2024-assembly,경상남도,밀양시의령군함안군창녕군,우서영,국민의힘,박상웅,26900,43902,20570,52100,70802,72670,0.3799327702607271,0.2830604100729324,9.687236018779465,38.98827708680495
2024-assembly,경상남도,거제시,변광용,국민의힘,서일준,32688,29228,26755,36055,61916,62810,0.5279410814652109,0.4259672026747333,10.19738787904776,36.05229093857967
2024-assembly,경상남도,양산시갑,이재영,국민의힘,윤영석,19048,18491,25460,34796,37539,60256,0.5074189509576706,0.42253053637812005,8.48884145795506,25.92498846758754
2024-assembly,경상남도,양산시을,김두관,국민의힘,김태호,23203,18552,25116,31914,41755,57030,0.5556939288707939,0.44039978958442927,11.529413928636467,35.80966456199648
2024-assembly,경상남도,산청군함양군거창군합천군,김기태,국민의힘,신성범,19210,39513,11367,35669,58723,47036,0.3271290635696405,0.24166595798962498,8.546310558001553,30.465076444249416
2024-assembly,제주특별자치도,제주시갑,문대림,국민의힘,고광철,37361,17689,40922,28629,55050,69551,0.6786739327883742,0.5883739989360326,9.029993385234159,32.75442030412668
2024-assembly,제주특별자치도,제주시을,김한규,국민의힘,김승욱,38491,15232,39848,23558,53723,63406,0.7164715298847794,0.6284578746490869,8.801365523569249,31.89177419072396
2024-assembly,제주특별자치도,서귀포시,위성곤,국민의힘,고기철,29221,19786,24280,25868,49007,50148,0.5962617585242924,0.4841668660764138,11.209489244787862,35.40614425264094
