governor_contests,comparison_pairs,collision_pairs,duplicate_groups,contests_with_duplicates,max_duplicate_groups_in_contest,khat,n_for_probability,lambda,p_at_least_5,p_at_least_6
51,1514172,15,15,9,3,100944.8,393,0.763071,0.0011484064248148407,0.00014322422035484283
